username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
ReadpitchCom,POST YOUR BUSINESS PITCH AND LET THE WORLD READ IT! https://t.co/Qkzb8cE2cD is an open pitch news platform and directory where anyone can READ AND POST PITCH (FREE),at,210,63,277,2020-01-02 20:18:18,2020-07-08 10:02:00,0,"Find Great Businesses To Invest at https://t.co/gLx0T1ngdA

#ReadPitch #Entrepreneur #Startup #TechStartup #Tech #Ai #Fundraise #VC #Capital #VentureCapital #News #SME #SMB #Innovation #Growth #Money #USA #UK #US #EUROPE #ASIA #MIDDLEAST #Canada #Japan #Twitter #Projects #popular https://t.co/rzTNc8cD6B","[{'text': 'ReadPitch', 'indices': [60, 70]}, {'text': 'Entrepreneur', 'indices': [71, 84]}, {'text': 'Startup', 'indices': [85, 93]}, {'text': 'TechStartup', 'indices': [94, 106]}, {'text': 'Tech', 'indices': [107, 112]}, {'text': 'Ai', 'indices': [113, 116]}, {'text': 'Fundraise', 'indices': [117, 127]}, {'text': 'VC', 'indices': [128, 131]}, {'text': 'Capital', 'indices': [132, 140]}, {'text': 'VentureCapital', 'indices': [141, 156]}, {'text': 'News', 'indices': [157, 162]}, {'text': 'SME', 'indices': [163, 167]}, {'text': 'SMB', 'indices': [168, 172]}, {'text': 'Innovation', 'indices': [173, 184]}, {'text': 'Growth', 'indices': [185, 192]}, {'text': 'Money', 'indices': [193, 199]}, {'text': 'USA', 'indices': [200, 204]}, {'text': 'UK', 'indices': [205, 208]}, {'text': 'US', 'indices': [209, 212]}, {'text': 'EUROPE', 'indices': [213, 220]}, {'text': 'ASIA', 'indices': [221, 226]}, {'text': 'MIDDLEAST', 'indices': [227, 237]}, {'text': 'Canada', 'indices': [238, 245]}, {'text': 'Japan', 'indices': [246, 252]}, {'text': 'Twitter', 'indices': [253, 261]}, {'text': 'Projects', 'indices': [262, 271]}, {'text': 'popular', 'indices': [272, 280]}]"
reganhallworth,Established in 1996. Successfully selling & #letting more property than any other local #estateagent with offices in #Wigan #Standish & #Parbold,Wigan/Standish/Parbold,2305,1640,22250,2011-09-16 08:58:06,2020-07-08 10:01:13,1,"#ForSale Wigan Lower Road, Standish Lower Ground, WN6 8JN

Great sized #detached #home situated in the ever #popular #StandishLowerGround.

#Property #StandishLowerGroundProperty #StandishLowerGroundHomesForSale #RegionallyRecognised

Find out more&gt;&gt; https://t.co/96WPolex8Q https://t.co/gCDqjZ7kYP","[{'text': 'ForSale', 'indices': [0, 8]}, {'text': 'detached', 'indices': [71, 80]}, {'text': 'home', 'indices': [81, 86]}, {'text': 'popular', 'indices': [108, 116]}, {'text': 'StandishLowerGround', 'indices': [117, 137]}, {'text': 'Property', 'indices': [140, 149]}, {'text': 'StandishLowerGroundProperty', 'indices': [150, 178]}, {'text': 'StandishLowerGroundHomesForSale', 'indices': [179, 211]}, {'text': 'RegionallyRecognised', 'indices': [212, 233]}]"
thecharsimemer,follw for sarcastic contents,,61,62,653,2020-05-02 08:44:28,2020-07-08 10:00:31,0,"Birthday bombs 😂
.
.
.
#the_charsi_memer #trending #viralmemes #viral #popular #youtube
#jokesfordays #amazing #style #100likes #nofilter #bestoftheday #funny #webstagram #followback #heathyfood  #photogram #instagood #photooftheday #photoeveryday https://t.co/o03Psp3yXC","[{'text': 'the_charsi_memer', 'indices': [23, 40]}, {'text': 'trending', 'indices': [41, 50]}, {'text': 'viralmemes', 'indices': [51, 62]}, {'text': 'viral', 'indices': [63, 69]}, {'text': 'popular', 'indices': [70, 78]}, {'text': 'youtube', 'indices': [79, 87]}, {'text': 'jokesfordays', 'indices': [88, 101]}, {'text': 'amazing', 'indices': [102, 110]}, {'text': 'style', 'indices': [111, 117]}, {'text': '100likes', 'indices': [118, 127]}, {'text': 'nofilter', 'indices': [128, 137]}, {'text': 'bestoftheday', 'indices': [138, 151]}, {'text': 'funny', 'indices': [152, 158]}, {'text': 'webstagram', 'indices': [159, 170]}, {'text': 'followback', 'indices': [171, 182]}, {'text': 'heathyfood', 'indices': [183, 194]}, {'text': 'photogram', 'indices': [196, 206]}, {'text': 'instagood', 'indices': [207, 217]}, {'text': 'photooftheday', 'indices': [218, 232]}, {'text': 'photoeveryday', 'indices': [233, 247]}]"
THEWEBLIST,The aggregator of popular links from around the web.,the cloud,2,92,10506,2008-12-24 18:23:14,2020-07-08 10:00:02,0,"20 Intelligent People Who Looked At Kmart Furniture And Said, ""I Reckon We Could Hack This"" #news #popular https://t.co/GTtBK33i1z","[{'text': 'news', 'indices': [92, 97]}, {'text': 'popular', 'indices': [98, 106]}]"
Tina_Rowee,You can call me Tina I will try to interest you And then you will learn everything yourself,"Los Angeles, CA",65,1,2,2020-07-08 08:07:02,2020-07-08 09:57:19,1,"Every day I realize more and more that I adore the sun😍 
#sun #quarantine2020 #summer2020 #content #Quotes #QuotesTinaRowee #popular #LosAngeles","[{'text': 'sun', 'indices': [57, 61]}, {'text': 'quarantine2020', 'indices': [62, 77]}, {'text': 'summer2020', 'indices': [78, 89]}, {'text': 'content', 'indices': [90, 98]}, {'text': 'Quotes', 'indices': [99, 106]}, {'text': 'QuotesTinaRowee', 'indices': [107, 123]}, {'text': 'popular', 'indices': [124, 132]}, {'text': 'LosAngeles', 'indices': [133, 144]}]"
aijibun,アーティスト/かみさまアートを描く人/女神チャネリングアートを描く人/ゆめゆめちゃんを描く人,,238,473,5746,2015-05-31 00:38:02,2020-07-08 09:51:26,0,"With love.

#goddess #beautiful #lovely #sexy #classic #popular #elegance #pure #followme #illustration #digitalart #japan #art https://t.co/3a702tnwGr","[{'text': 'goddess', 'indices': [12, 20]}, {'text': 'beautiful', 'indices': [21, 31]}, {'text': 'lovely', 'indices': [32, 39]}, {'text': 'sexy', 'indices': [40, 45]}, {'text': 'classic', 'indices': [46, 54]}, {'text': 'popular', 'indices': [55, 63]}, {'text': 'elegance', 'indices': [64, 73]}, {'text': 'pure', 'indices': [74, 79]}, {'text': 'followme', 'indices': [80, 89]}, {'text': 'illustration', 'indices': [90, 103]}, {'text': 'digitalart', 'indices': [104, 115]}, {'text': 'japan', 'indices': [116, 122]}, {'text': 'art', 'indices': [123, 127]}]"
VodkaWardrobe,Author of 'The Magic Vodka Wardrobe' series. #comedy #humour #satire #fiction #shortseries #indie Books 1 to 5 on #Amazon Book 5 #FREE on #Kobo #Apple #Amazon,"Wirral, UK",18000,20314,75265,2017-09-25 18:00:31,2020-07-08 09:47:57,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
MinimalOneLine,Minimalist one line designs that enable you to decorate your place in high taste while giving it a happy and positive vibe!,,1,1,23,2020-05-01 11:52:02,2020-07-08 09:40:00,0,"Freddie Mercury Line Art Figure, Modern Home Decor.

https://t.co/pbCcV7TQ2k

#FreddieMercury #freddiemercuryfan #fame #legend #pose #legendary #composer #popular #poster #print #queen #silhouette #singing #star #minimal #calligraphy #etsyshop #etsy #EtsySocial #homedecorideas https://t.co/i1RvwBmZYT","[{'text': 'FreddieMercury', 'indices': [78, 93]}, {'text': 'freddiemercuryfan', 'indices': [94, 112]}, {'text': 'fame', 'indices': [113, 118]}, {'text': 'legend', 'indices': [119, 126]}, {'text': 'pose', 'indices': [127, 132]}, {'text': 'legendary', 'indices': [133, 143]}, {'text': 'composer', 'indices': [144, 153]}, {'text': 'popular', 'indices': [154, 162]}, {'text': 'poster', 'indices': [163, 170]}, {'text': 'print', 'indices': [171, 177]}, {'text': 'queen', 'indices': [178, 184]}, {'text': 'silhouette', 'indices': [185, 196]}, {'text': 'singing', 'indices': [197, 205]}, {'text': 'star', 'indices': [206, 211]}, {'text': 'minimal', 'indices': [212, 220]}, {'text': 'calligraphy', 'indices': [221, 233]}, {'text': 'etsyshop', 'indices': [234, 243]}, {'text': 'etsy', 'indices': [244, 249]}, {'text': 'EtsySocial', 'indices': [250, 261]}, {'text': 'homedecorideas', 'indices': [262, 277]}]"
Lynne_Jean,Travel writer and Genealogist - I love this amazing world & want to share my experiences through my travel blog - https://t.co/t2KwYrA1Bl,Nottingham UK,8734,18685,342267,2011-02-02 18:44:04,2020-07-08 09:38:33,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
AmeliaStark_18,I write explicit erotica ebooks. My books are published across the world on Kindle and Smashwords. Join my group https://t.co/pf4mYhC2Qu,Lincolnshire,4804,4577,111670,2013-12-03 11:57:27,2020-07-08 09:30:45,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-08 09:23:02,0,"UK’s Farewill raises $25M for its new approach online will writing, funerals and other death services https://t.co/jGdipkEoNF via @ric9871ric  #popular #retweet https://t.co/FPUHRb2WRo","[{'text': 'popular', 'indices': [143, 151]}, {'text': 'retweet', 'indices': [152, 160]}]"
MartinJBest1,"A Westcountry author with a haunted mind. Grew up in a haunted house, and writes about the paranormal! Enjoys a wide variety of music, reading, and walking.","Torbay, England",9574,8705,89752,2015-06-30 10:54:09,2020-07-08 09:10:44,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
Talkonfriday,Official ©The Right Buzz Live Radio Twitter Account. A Talk about it Friday podcast. LIVE radio every Friday at 10PM BST on our website. #Talkaboutitfriday,"East, England",3699,6762,150922,2013-01-02 09:36:18,2020-07-08 09:00:37,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
menswear_bot,"Auto posting any #menswear posts.
DM for more info.",worldwide,51,259,26136,2019-11-25 15:47:28,2020-07-08 08:53:42,1,"Amazing T-Shirt limited stock 
All size available 
100% Cotton 
#Trending #trend #tshirt #tshirtslovers #Popular #fashionstyle #VocalForLocal  #shopping #shoppingonline #menswear #mensfashion #shoppingday https://t.co/giy5UThM8m","[{'text': 'Trending', 'indices': [84, 93]}, {'text': 'trend', 'indices': [94, 100]}, {'text': 'tshirt', 'indices': [101, 108]}, {'text': 'tshirtslovers', 'indices': [109, 123]}, {'text': 'Popular', 'indices': [124, 132]}]"
swaingan,,Mumbai,177,14,154,2009-10-06 02:04:28,2020-07-08 08:37:03,0,"I firmly believe that respect is a lot more important, and a lot greater, than popularity. Julius Erving
 #Respect  #popular  #popularity  #important  #selfrespect","[{'text': 'Respect', 'indices': [106, 114]}, {'text': 'popular', 'indices': [116, 124]}, {'text': 'popularity', 'indices': [126, 137]}, {'text': 'important', 'indices': [139, 149]}, {'text': 'selfrespect', 'indices': [151, 163]}]"
pride_shoppers,E-COMMERCE COMPANY,chandpur ,51,33,12,2020-05-04 07:18:14,2020-07-08 08:34:09,1,"Amazing T-Shirt limited stock 
All size available 
100% Cotton 
#Trending #trend #tshirt #tshirtslovers #Popular #fashionstyle #VocalForLocal  #shopping #shoppingonline #menswear #mensfashion #shoppingday https://t.co/giy5UThM8m","[{'text': 'Trending', 'indices': [64, 73]}, {'text': 'trend', 'indices': [74, 80]}, {'text': 'tshirt', 'indices': [81, 88]}, {'text': 'tshirtslovers', 'indices': [89, 103]}, {'text': 'Popular', 'indices': [104, 112]}, {'text': 'fashionstyle', 'indices': [113, 126]}, {'text': 'VocalForLocal', 'indices': [127, 141]}, {'text': 'shopping', 'indices': [143, 152]}, {'text': 'shoppingonline', 'indices': [153, 168]}, {'text': 'menswear', 'indices': [169, 178]}, {'text': 'mensfashion', 'indices': [179, 191]}, {'text': 'shoppingday', 'indices': [192, 204]}]"
AdrianMa24,Bagi yang berminat mengundang saya utk memberikan workshop dan konsultasi Numerology di daerah nya dapat email ke kaiyezon@gmail.com atau WA: +6281361456096,Indonesia,455,314,3435,2010-07-18 09:19:48,2020-07-08 08:28:32,0,"It is just happened like that.

#India
#America
#USA
#Australia
#Banned
#TikTok
#TikTokBanned
#NumberSecretCodes
#NumbersNeverLie
#AncientKnowledge
#KappleNumerology 
#Popular
#RealNormal https://t.co/GxVpHDdp5v","[{'text': 'India', 'indices': [32, 38]}, {'text': 'America', 'indices': [39, 47]}, {'text': 'USA', 'indices': [48, 52]}, {'text': 'Australia', 'indices': [53, 63]}, {'text': 'Banned', 'indices': [64, 71]}, {'text': 'TikTok', 'indices': [72, 79]}, {'text': 'TikTokBanned', 'indices': [80, 93]}, {'text': 'NumberSecretCodes', 'indices': [94, 112]}, {'text': 'NumbersNeverLie', 'indices': [113, 129]}, {'text': 'AncientKnowledge', 'indices': [130, 147]}, {'text': 'KappleNumerology', 'indices': [148, 165]}, {'text': 'Popular', 'indices': [167, 175]}, {'text': 'RealNormal', 'indices': [176, 187]}]"
dipzblue,"Byheart FoodFervent &FoodBlogger, Inscribe fascinating travel experience & delicious food voyages on restaurants to street food,byprofession Market Researcher",Kolkata,2504,1475,24378,2010-03-06 05:21:06,2020-07-08 08:25:11,3,"Dal makhani recipe is a #creamy, rich and #flavorful lentil dish made using whole black lentil and mild #spices. This is one of the most popular #dal recipe from #punjabi cuisine.

#Indiacanteen #DalMakhani #Popular #Delicious https://t.co/xpEjbDako8","[{'text': 'creamy', 'indices': [42, 49]}, {'text': 'flavorful', 'indices': [60, 70]}, {'text': 'spices', 'indices': [122, 129]}]"
Tina_Rowee,You can call me Tina I will try to interest you And then you will learn everything yourself,"Los Angeles, CA",65,1,2,2020-07-08 08:07:02,2020-07-08 08:24:55,0,"I don't want to live banally, I don't want to live boring, quarantine is not cool at all 😐 

#quarantine #quarantine2020 #summer2020 #bored2019 #summer #lifequarantine #life #Popular","[{'text': 'quarantine', 'indices': [93, 104]}, {'text': 'quarantine2020', 'indices': [105, 120]}, {'text': 'summer2020', 'indices': [121, 132]}, {'text': 'bored2019', 'indices': [133, 143]}, {'text': 'summer', 'indices': [144, 151]}, {'text': 'lifequarantine', 'indices': [152, 167]}, {'text': 'life', 'indices': [168, 173]}, {'text': 'Popular', 'indices': [174, 182]}]"
Ric9871Ric,,VA,22494,22124,232167,2013-12-27 04:47:29,2020-07-08 08:08:16,0,"In a published letter, 239 scientists urged the health agency to be more forthcoming that people can catch coronavirus from droplets floating in the air https://t.co/2ILXDzH0nU via @ric9871ric  #popular #retweet https://t.co/KcsnoU8SLg","[{'text': 'popular', 'indices': [194, 202]}, {'text': 'retweet', 'indices': [203, 211]}]"
scbandcpt,"Secondary Citizens is a Christian Contemporary rock band from Cape Town, South Africa 🇿🇦","Cape Town, South Africa",1114,524,2056,2016-05-27 14:01:54,2020-07-08 08:00:51,15,@MunchLine has #curated an awsome #playlist for you w/ the #most #popular #songs of #July #Independent #artists #Lukas @InRegalia @MoonDreamsMusic @JohnClark_Music @asecondlifeNY @ZODALITT @babetteduwez @Infomightyfall1 #NowPlaying https://t.co/496BnH3bcV,"[{'text': 'curated', 'indices': [36, 44]}, {'text': 'playlist', 'indices': [55, 64]}, {'text': 'most', 'indices': [80, 85]}, {'text': 'popular', 'indices': [86, 94]}, {'text': 'songs', 'indices': [95, 101]}, {'text': 'July', 'indices': [105, 110]}, {'text': 'Independent', 'indices': [111, 123]}, {'text': 'artists', 'indices': [124, 132]}, {'text': 'Lukas', 'indices': [133, 139]}]"
Suzy_Henderson,#CumbrianAuthor of #HistoricalFiction & #Romance. Lives in the 1940s. Member of ALLI. Honouring veterans. #ASMSG #WritingCommunity,Cumbria,26159,42061,204255,2011-07-12 10:12:36,2020-07-08 07:58:07,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
mediavisory,,India,21,3,6,2019-06-19 13:14:07,2020-07-08 07:58:07,2,"Some of the Well Known Acronym &amp; Their Full Form 😊. #sarfarazweb

#knowledge #knowledgeispower #fullform #tech #techhouse #popular #Companies #business #twittersearch #computers #virus #Windows #Google https://t.co/0tGwsheTck","[{'text': 'sarfarazweb', 'indices': [73, 85]}, {'text': 'knowledge', 'indices': [87, 97]}, {'text': 'knowledgeispower', 'indices': [98, 115]}, {'text': 'fullform', 'indices': [116, 125]}, {'text': 'tech', 'indices': [126, 131]}, {'text': 'techhouse', 'indices': [132, 142]}]"
chrisderrick1,"First Western novel, The Tainted Dollar, published 2014. Trainee guitar player as of Feb 2019 (never too late!) Best place in the world - SW states of the USA.",Hertfordshire UK,29367,30846,451615,2011-10-19 13:02:00,2020-07-08 07:56:11,39,"These are one of the most #popular #books by world #famous #authors, but as you can see, they all have one similarity, they are just too small. At least, that's the case with me, as I am a fan of big books, &amp; they finish just too soon! 

What you say?✍🙏😀😉📚
 #writing #reading https://t.co/dHhZwms2lE","[{'text': 'popular', 'indices': [41, 49]}, {'text': 'books', 'indices': [50, 56]}, {'text': 'famous', 'indices': [66, 73]}, {'text': 'authors', 'indices': [74, 82]}]"
